cycle,channel,mode_comp,ab_sel,d15,d16,error
63747,4,0,1,1,0,3901
63756,2,0,1,1,0,3517
63770,5,1,0,1,0,-4
63969,5,1,0,0,0,-4
64122,4,0,0,1,0,3965
64135,5,1,1,1,0,-4
64139,3,0,1,1,0,3773
64273,2,0,1,1,0,3517
64491,5,1,0,1,0,-4
64689,5,1,0,0,0,-4
64704,0,0,0,1,0,4095
64867,5,1,0,0,0,-4
64940,5,1,1,0,0,-4
64966,3,0,1,1,0,3773
64976,5,1,0,1,0,-4
65038,0,0,0,1,0,4095
65096,0,0,0,1,0,4095
65180,5,1,0,1,0,-4
65208,2,0,0,1,0,3581
65211,4,0,1,1,0,3901
65277,5,1,0,0,0,-4
65387,0,0,0,1,0,4095
65482,2,0,1,1,0,3517
65527,3,0,0,1,0,3837
65577,1,0,0,1,0,3070
65597,5,1,1,0,0,-4
65604,5,1,0,0,0,-4
65704,2,0,0,1,0,3581
65727,3,0,1,1,0,3773
65733,1,0,1,1,0,3006
65792,1,0,0,1,0,3070
65854,5,1,1,1,0,-4
65858,4,0,0,1,0,3965
66033,2,0,0,1,0,3581
66036,4,0,1,1,0,3901
66139,3,0,0,1,0,3837
66243,5,1,0,1,0,-4
66303,3,0,1,1,0,3773
66370,3,0,1,1,0,3773
66377,5,1,1,1,0,-4
66410,2,0,0,1,0,3581
66474,5,1,1,1,0,-4
66626,2,0,1,1,0,3517
66668,0,0,0,1,0,4095
66719,2,0,1,1,0,3517
66883,4,0,1,1,0,3901
66930,5,1,1,1,0,-4
66980,0,0,0,1,0,4095
67127,3,0,1,1,0,3773
67386,5,1,1,1,0,-4
67390,3,0,1,1,0,3773
67420,5,1,0,1,0,-4
67487,3,0,1,1,0,3773
67614,1,0,0,1,0,3070
67636,3,0,0,1,0,3837
67714,1,0,0,1,0,3070
67744,5,1,0,1,0,-4
67775,1,0,1,1,0,3006
67860,2,0,1,1,0,3517
68100,1,0,0,1,0,3070
68122,5,1,0,0,0,-4
68186,3,0,0,1,0,3837
68208,2,0,0,1,0,3581
68224,1,0,0,1,0,3070
68260,5,1,1,1,0,-4
68295,2,0,1,1,0,3517
68330,4,0,0,1,0,3965
68352,1,0,1,1,0,3006
68527,5,1,1,0,0,-4
68623,3,0,0,1,0,3837
68638,2,0,1,1,0,3517
68692,5,1,1,1,0,-4
68742,1,0,0,1,0,3070
68874,3,0,1,1,0,3773
69007,0,0,1,1,0,4029
69013,1,0,1,1,0,3006
69164,1,0,1,1,0,3006
69273,3,0,1,1,0,3773
69341,4,0,1,1,0,3901
69383,0,0,0,1,0,4095
69626,1,0,1,1,0,3006
69656,2,0,0,1,0,3581
69795,3,0,0,1,0,3837
69841,3,0,1,1,0,3773
69896,4,0,1,1,0,3901
69969,3,0,0,1,0,3837
69987,0,0,1,1,0,4029
70052,4,0,1,1,0,3901
70098,0,0,1,1,0,4029
70131,3,0,1,1,0,3773
70148,5,1,1,1,0,-4
70313,1,0,1,1,0,3006
70322,3,0,1,1,0,3773
70370,4,0,0,1,0,3965
70377,5,1,0,1,0,-4
70403,4,0,1,1,0,3901
70412,0,0,0,1,0,4095
70606,5,1,1,1,0,-4
70620,5,1,1,1,0,-4
70626,2,0,0,1,0,3581
70668,2,0,1,1,0,3517
70736,1,0,1,1,0,3006
70766,5,1,1,0,0,-4
70967,2,0,0,1,0,3581
71061,3,0,1,1,0,3773
71360,2,0,1,1,0,3517
71453,5,1,0,1,0,-4
71466,0,0,0,1,0,4095
71490,1,0,1,1,0,3006
71828,2,0,0,1,0,3581
71893,2,0,0,1,0,3581
71959,3,0,1,1,0,3773
72099,2,0,1,1,0,3517
72106,5,1,1,0,0,-4
72144,2,0,0,1,0,3581
72164,5,1,1,1,0,-4
72182,1,0,0,1,0,3070
72203,5,1,1,0,0,-4
72258,4,0,1,1,0,3901
72300,2,0,1,1,0,3517
72342,2,0,1,1,0,3517
72363,5,1,0,1,0,-4
72531,0,0,1,1,0,4029
72670,1,0,0,1,0,3070
72695,4,0,0,1,0,3965
72853,2,0,1,1,0,3517
72908,2,0,1,1,0,3517
72914,2,0,0,1,0,3581
72921,5,1,0,0,0,-4
72976,0,0,1,1,0,4029
73013,0,0,0,1,0,4095
73035,2,0,1,1,0,3517
73048,5,1,0,0,0,-4
73069,4,0,1,1,0,3901
73111,1,0,1,1,0,3006
73117,1,0,1,1,0,3006
73235,2,0,0,1,0,3581
73260,0,0,1,1,0,4029
73345,2,0,1,1,0,3517
73352,5,1,1,0,0,-4
73452,5,1,0,1,0,-4
73489,3,0,0,1,0,3837
73493,3,0,1,1,0,3773
73503,3,0,1,1,0,3773
73510,5,1,0,1,0,-4
73679,2,0,0,1,0,3581
73682,4,0,1,1,0,3901
73706,4,0,1,1,0,3901
73928,5,1,1,1,0,-4
73974,0,0,0,1,0,4095
74016,4,0,0,1,0,3965
74189,3,0,0,1,0,3837
74239,0,0,0,1,0,4095
74327,0,0,1,1,0,4029
74369,4,0,1,1,0,3901
74401,3,0,0,1,0,3837
74405,4,0,0,1,0,3965
74447,1,0,1,1,0,3006
74474,1,0,1,1,0,3006
74486,4,0,1,1,0,3901
74515,5,1,0,1,0,-4
74583,4,0,1,1,0,3901
74625,2,0,0,1,0,3581
74691,2,0,1,1,0,3517
74877,0,0,0,1,0,4095
74972,1,0,0,1,0,3070
74999,0,0,0,1,0,4095
75014,5,1,1,1,0,-4
75170,3,0,1,1,0,3773
75187,5,1,0,1,0,-4
75224,5,1,0,0,0,-4
75267,4,0,0,1,0,3965
75298,5,1,0,1,0,-4
75332,1,0,1,1,0,3006
75341,3,0,0,1,0,3837
75345,4,0,0,1,0,3965
75386,1,0,0,1,0,3070
75534,1,0,1,1,0,3006
75543,2,0,0,1,0,3581
75691,3,0,0,1,0,3837
75765,1,0,1,1,0,3006
75797,2,0,1,1,0,3518
75902,2,0,0,1,0,3581
76062,5,1,0,1,0,-4
76137,1,0,0,1,0,3070
76231,0,0,1,1,0,4029
76270,0,0,1,1,0,4029
76289,5,1,1,0,0,-4
76416,1,0,0,1,0,3070
76489,5,1,0,0,0,-4
76504,0,0,0,1,0,4095
76810,5,1,0,0,0,-4
76952,1,0,1,1,0,3006
77005,5,1,0,1,0,-4
77173,4,0,1,1,0,3901
77214,1,0,0,1,0,3070
77279,5,1,0,1,0,-4
77300,5,1,0,1,0,-4
77343,0,0,0,1,0,4095
77372,4,0,0,1,0,3965
77377,2,0,1,1,0,3518
77384,5,1,0,0,0,-4
77419,1,0,1,1,0,3006
77475,5,1,1,1,0,-4
77602,5,1,1,0,0,-4
77771,5,1,1,0,0,-4
77853,2,0,0,1,0,3581
77934,3,0,1,1,0,3773
78012,4,0,1,1,0,3901
78131,5,1,1,1,0,-4
78168,0,0,1,1,0,4029
78335,0,0,1,1,0,4029
78350,1,0,0,1,0,3070
78389,1,0,1,1,0,3006
78441,5,1,1,0,0,-4
78486,0,0,1,1,0,4029
78509,3,0,1,1,0,3773
78567,2,0,0,1,0,3581
78586,5,1,0,1,0,-4
78625,5,1,1,1,0,-4
78690,3,0,1,1,0,3773
78729,4,0,1,1,0,3901
78867,5,1,1,0,0,-4
78874,5,1,0,0,0,-4
78951,3,0,1,1,0,3773
79016,5,1,0,1,0,-4
79046,3,0,0,1,0,3837
79082,5,1,0,0,0,-4
79131,0,0,1,1,0,4029
79239,2,0,0,1,0,3581
79267,1,0,0,1,0,3070
79464,1,0,1,1,0,3006
79500,3,0,0,1,0,3837
79638,3,0,1,1,0,3773
79645,5,1,0,1,0,-4
79761,1,0,0,1,0,3070
79784,0,0,0,1,0,4095
79818,2,0,0,1,0,3581
79836,2,0,0,1,0,3581
79967,5,1,0,0,0,-4
80000,2,0,1,1,0,3518
80154,5,1,1,1,0,-4
80182,0,0,1,1,0,4029
80201,5,1,0,1,0,-4
80241,3,0,1,1,0,3773
80421,1,0,0,1,0,3070
80434,5,1,1,0,0,-4
80463,1,0,0,1,0,3070
80480,1,0,0,1,0,3070
80605,5,1,0,0,0,-4
80639,0,0,0,1,0,4095
80723,5,1,0,1,0,-4
80748,5,1,1,0,0,-4
80770,0,0,0,1,0,4095
80874,0,0,1,1,0,4029
80899,3,0,0,1,0,3837
80974,0,0,0,1,0,4095
81097,2,0,1,1,0,3518
81388,5,1,1,1,0,-4
81412,5,1,0,0,0,-4
81493,4,0,0,1,0,3965
81662,1,0,0,1,0,3070
81669,5,1,0,1,0,-4
81681,2,0,0,1,0,3581
81699,3,0,1,1,0,3773
81794,5,1,1,0,0,-4
81822,3,0,0,1,0,3837
82030,0,0,1,1,0,4029
82322,5,1,1,0,0,-4
82343,5,1,0,1,0,-4
82372,4,0,0,1,0,3965
82414,2,0,0,1,0,3581
82638,2,0,0,1,0,3581
82879,5,1,0,0,0,-4
82971,3,0,1,1,0,3773
82981,0,0,1,1,0,4029
83122,5,1,0,0,0,-4
83274,0,0,1,1,0,4029
83286,4,0,0,1,0,3965
83350,4,0,0,1,0,3965
83371,1,0,1,1,0,3006
83421,2,0,0,1,0,3581
83517,2,0,0,1,0,3581
83520,4,0,1,1,0,3901
83551,5,1,1,1,0,-4
83597,5,1,1,1,0,-4
83747,5,1,0,1,0,-4
83781,0,0,1,1,0,4029
83918,1,0,0,1,0,3070
83925,5,1,0,1,0,-4
84004,5,1,0,0,0,-4
84009,2,0,1,1,0,3518
84057,4,0,0,1,0,3965
84308,4,0,0,1,0,3965
84320,5,1,0,0,0,-4
84391,2,0,1,1,0,3518
84419,4,0,0,1,0,3965
84426,5,1,1,1,0,-4
84560,3,0,0,1,0,3837
84570,0,0,0,1,0,4095
84620,3,0,0,1,0,3837
84676,5,1,1,0,0,-4
84683,5,1,0,0,0,-4
84729,0,0,1,1,0,4029
84890,2,0,1,1,0,3518
84919,0,0,1,1,0,4029
84998,3,0,1,1,0,3773
85165,0,0,1,1,0,4029
85189,1,0,0,1,0,3070
85249,5,1,0,0,0,-4
85401,3,0,0,1,0,3837
85636,0,0,1,1,0,4029
85702,4,0,1,1,0,3901
85722,1,0,0,1,0,3070
85789,3,0,1,1,0,3773
85914,5,1,1,0,0,-4
85939,5,1,1,1,0,-4
86116,5,1,0,1,0,-4
86202,4,0,0,1,0,3965
86415,1,0,0,1,0,3070
86584,5,1,1,1,0,-4
86709,2,0,0,1,0,3581
86801,5,1,0,1,0,-4
86806,3,0,0,1,0,3837
86923,2,0,0,1,0,3581
86950,5,1,0,1,0,-4
86975,5,1,0,0,0,-4
87043,3,0,0,1,0,3837
87053,1,0,0,1,0,3070
87138,3,0,0,1,0,3837
87175,1,0,0,1,0,3070
87247,4,0,1,1,0,3901
87274,3,0,0,1,0,3837
87414,5,1,1,0,0,-4
87582,2,0,1,1,0,3518
87595,1,0,1,1,0,3006
87754,0,0,1,1,0,4029
87774,5,1,1,1,0,-4
87877,3,0,1,1,0,3773
87950,1,0,1,1,0,3006
88010,1,0,1,1,0,3006
88042,0,0,1,1,0,4029
88170,0,0,1,1,0,4029
88187,4,0,1,1,0,3901
88196,3,0,1,1,0,3773
88267,2,0,1,1,0,3518
88384,1,0,1,1,0,3006
88426,4,0,0,1,0,3965
88493,0,0,1,1,0,4029
88579,4,0,0,1,0,3965
88680,1,0,0,1,0,3070
88755,0,0,1,1,0,4029
88791,4,0,0,1,0,3965
88823,0,0,0,1,0,4095
88925,3,0,0,1,0,3837
88958,5,1,0,0,0,-4
89001,2,0,0,1,0,3581
89056,3,0,0,1,0,3837
89066,3,0,0,1,0,3837
89070,3,0,1,1,0,3773
89120,1,0,0,1,0,3070
89161,5,1,1,0,0,-4
89280,5,1,0,0,0,-4
89330,3,0,0,1,0,3837
89334,4,0,0,1,0,3965
89410,4,0,0,1,0,3965
89489,2,0,0,1,0,3581
89572,1,0,1,1,0,3006
89663,2,0,0,1,0,3581
89747,0,0,1,1,0,4029
89902,5,1,0,0,0,-4
89926,5,1,0,1,0,-4
89939,1,0,0,1,0,3070
90039,0,0,1,1,0,4029
90087,0,0,0,1,0,4095
90313,1,0,1,1,0,3006
90325,4,0,1,1,0,3901
90546,3,0,0,1,0,3837
90621,1,0,1,1,0,3006
90681,2,0,1,1,0,3518
90711,2,0,1,1,0,3518
90753,2,0,0,1,0,3582
90806,5,1,0,1,0,-4
90818,0,0,0,1,0,4095
90898,2,0,1,1,0,3518
90935,0,0,1,1,0,4029
90952,4,0,0,1,0,3965
90988,0,0,1,1,0,4029
91133,5,1,1,0,0,-4
91185,2,0,1,1,0,3518
91382,0,0,0,1,0,4095
91390,0,0,1,1,0,4029
91415,5,1,0,1,0,-4
91437,0,0,1,1,0,4029
91454,2,0,1,1,0,3518
91550,0,0,0,1,0,4095
91603,5,1,1,0,0,-4
91660,4,0,1,1,0,3901
91698,5,1,1,0,0,-4
91771,0,0,0,1,0,4095
91791,0,0,1,1,0,4029
91841,5,1,0,0,0,-4
91875,5,1,0,0,0,-4
91889,0,0,0,1,0,4095
92034,0,0,1,1,0,4029
92066,4,0,1,1,0,3901
92086,1,0,1,1,0,3006
92130,0,0,0,1,0,4095
92160,4,0,1,1,0,3901
92259,5,1,0,1,0,-4
92294,5,1,0,1,0,-4
92386,3,0,0,1,0,3837
92422,1,0,1,1,0,3006
92446,4,0,0,1,0,3965
92473,5,1,1,0,0,-4
92555,2,0,0,1,0,3582
92573,0,0,0,1,0,4095
92626,4,0,0,1,0,3965
92643,4,0,0,1,0,3965
92693,5,1,0,0,0,-4
92946,1,0,0,1,0,3070
92953,5,1,1,1,0,-4
93011,1,0,0,1,0,3070
93094,4,0,1,1,0,3901
93199,0,0,1,1,0,4029
93205,2,0,0,1,0,3582
93351,5,1,0,0,0,-4
93492,5,1,0,1,0,-4
93497,3,0,0,1,0,3837
93549,1,0,0,1,0,3070
93602,3,0,0,1,0,3837
93606,3,0,1,1,0,3774
93744,0,0,0,1,0,4095
93780,5,1,1,0,0,-4
93867,5,1,1,1,0,-4
93871,3,0,1,1,0,3774
93881,5,1,1,1,0,-4
93946,1,0,1,1,0,3006
93955,1,0,0,1,0,3070
93979,1,0,0,1,0,3070
94023,4,0,1,1,0,3901
94032,1,0,0,1,0,3070
94184,1,0,0,1,0,3070
94318,2,0,1,1,0,3518
94366,2,0,0,1,0,3582
94387,3,0,0,1,0,3837
94590,5,1,0,1,0,-4
94880,3,0,0,1,0,3837
95106,5,1,0,1,0,-4
95522,5,1,0,0,0,-4
95670,1,0,1,1,0,3006
95875,2,0,1,1,0,3518
95882,5,1,0,0,0,-4
95894,1,0,0,1,0,3070
95988,5,1,0,0,0,-4
96365,5,1,1,1,0,-4
96419,3,0,0,1,0,3837
96487,5,1,1,0,0,-4
96620,1,0,1,1,0,3006
96635,2,0,0,1,0,3582
96889,3,0,1,1,0,3774
96939,4,0,0,1,0,3965
96946,5,1,0,1,0,-4
97170,1,0,1,1,0,3006
97596,2,0,1,1,0,3518
97649,5,1,1,0,0,-4
97674,3,0,0,1,0,3837
97746,1,0,1,1,0,3006
97806,4,0,1,1,0,3901
97863,4,0,0,1,0,3965
97868,2,0,1,1,0,3518
97882,5,1,0,1,0,-4
97909,1,0,0,1,0,3070
97991,5,1,1,1,0,-4
98120,5,1,0,1,0,-4
98210,5,1,0,1,0,-4
98233,5,1,0,0,0,-4
98309,3,0,0,1,0,3837
98313,4,0,0,1,0,3965
98326,5,1,1,1,0,-4
98358,0,0,1,1,0,4029
98575,5,1,0,1,0,-4
98626,4,0,1,1,0,3901
98815,5,1,0,0,0,-4
98885,5,1,0,1,0,-4
98957,0,0,0,1,0,4095
99026,5,1,1,0,0,-4
99104,3,0,0,1,0,3837
99138,0,0,0,1,0,4095
99170,5,1,1,0,0,-4
99280,4,0,1,1,0,3901
99330,2,0,0,1,0,3582
99498,0,0,0,1,0,4095
99511,2,0,1,1,0,3518
99524,0,0,1,1,0,4029
99538,2,0,0,1,0,3582
99626,4,0,1,1,0,3901
99673,5,1,0,1,0,-4
99685,1,0,0,1,0,3070
99723,2,0,0,1,0,3582
99807,4,0,1,1,0,3901
99833,0,0,1,1,0,4029
100078,5,1,1,0,0,-4
100315,4,0,0,1,0,3965
100368,0,0,1,1,0,4029
100385,3,0,1,1,0,3774
100403,0,0,1,1,0,4029
100416,3,0,0,1,0,3837
100593,2,0,0,1,0,3582
100605,5,1,1,1,0,-4
100635,1,0,1,1,0,3006
100653,3,0,1,1,0,3774
100728,0,0,0,1,0,4095
100830,0,0,1,1,0,4029
100860,4,0,0,1,0,3965
100958,2,0,0,1,0,3582
100999,1,0,0,1,0,3070
101062,4,0,1,1,0,3901
101165,4,0,0,1,0,3965
101307,0,0,0,1,0,4095
101370,0,0,0,1,0,4095
101589,5,1,1,0,0,-4
101641,0,0,1,1,0,4029
101653,4,0,0,1,0,3965
101799,2,0,0,1,0,3582
101811,5,1,1,1,0,-4
101990,4,0,1,1,0,3901
102095,2,0,1,1,0,3518
102119,4,0,0,1,0,3965
102126,5,1,1,1,0,-4
102166,3,0,1,1,0,3774
102224,3,0,1,1,0,3774
102240,1,0,1,1,0,3006
102263,1,0,0,1,0,3070
102348,5,1,0,0,0,-4
102401,5,1,1,1,0,-4
102461,5,1,1,1,0,-4
102664,4,0,1,1,0,3901
102699,0,0,1,1,0,4029
102820,0,0,0,1,0,4095
102929,5,1,0,1,0,-4
103031,2,0,1,1,0,3518
103207,5,1,0,0,0,-4
103215,0,0,1,1,0,4029
103229,2,0,0,1,0,3582
103236,5,1,0,0,0,-4
103327,2,0,1,1,0,3518
103413,4,0,0,1,0,3965
103493,5,1,1,1,0,-4
103558,1,0,0,1,0,3070
103698,5,1,1,0,0,-4
103809,0,0,1,1,0,4029
103895,3,0,1,1,0,3774
103911,1,0,1,1,0,3006
103920,1,0,1,1,0,3006
103947,1,0,0,1,0,3070
104065,1,0,0,1,0,3070
104152,5,1,1,1,0,-4
104229,3,0,0,1,0,3837
104271,2,0,0,1,0,3582
104316,2,0,1,1,0,3518
104345,4,0,1,1,0,3901
104618,2,0,1,1,0,3518
104691,4,0,1,1,0,3901
104697,1,0,1,1,0,3006
104852,2,0,1,1,0,3518
104904,2,0,0,1,0,3582
104991,5,1,1,1,0,-4
105067,3,0,1,1,0,3774
105109,4,0,0,1,0,3965
105163,1,0,1,1,0,3006
105177,3,0,0,1,0,3837
105210,0,0,1,1,0,4029
105248,5,1,1,0,0,-4
105285,5,1,1,1,0,-4
105369,4,0,0,1,0,3965
105519,5,1,1,1,0,-4
105549,5,1,1,0,0,-4
105610,1,0,1,1,0,3006
105818,0,0,1,1,0,4029
105833,1,0,0,1,0,3070
106014,4,0,1,1,0,3901
106076,5,1,1,0,0,-4
106138,5,1,1,1,0,-4
106142,4,0,0,1,0,3965
106293,2,0,0,1,0,3582
106400,2,0,0,1,0,3582
106532,3,0,0,1,0,3837
106542,5,1,0,0,0,-4
106569,1,0,1,1,0,3006
106779,4,0,0,1,0,3965
106854,5,1,1,1,0,-4
106904,5,1,0,1,0,-4
107007,3,0,0,1,0,3837
107011,3,0,1,1,0,3774
107017,2,0,0,1,0,3582
107038,5,1,0,0,0,-4
107134,5,1,0,0,0,-4
107182,3,0,0,1,0,3837
107477,2,0,0,1,0,3582
107632,0,0,0,1,0,4095
107645,2,0,1,1,0,3518
107726,0,0,0,1,0,4095
107830,2,0,1,1,0,3518
107913,3,0,1,1,0,3774
107967,4,0,1,1,0,3901
107973,2,0,0,1,0,3582
107976,4,0,1,1,0,3901
108027,5,1,0,0,0,-4
108112,4,0,0,1,0,3965
108129,3,0,0,1,0,3837
108139,4,0,0,1,0,3965
108198,0,0,0,1,0,4095
108448,5,1,1,0,0,-4
108476,0,0,0,1,0,4095
108504,5,1,1,0,0,-4
108615,5,1,1,1,0,-4
108648,1,0,0,1,0,3070
108655,5,1,1,1,0,-4
108750,2,0,0,1,0,3582
108753,4,0,1,1,0,3901
108842,1,0,1,1,0,3006
108909,4,0,0,1,0,3965
108951,2,0,1,1,0,3518
109370,5,1,0,0,0,-4
109698,4,0,1,1,0,3901
109798,3,0,1,1,0,3774
110172,5,1,1,1,0,-4
110179,5,1,1,0,0,-4
110235,4,0,1,1,0,3901
110256,1,0,0,1,0,3070
110424,0,0,0,1,0,4095
110439,5,1,1,0,0,-4
110509,5,1,0,1,0,-4
110625,4,0,1,1,0,3901
110681,5,1,1,1,0,-4
110728,5,1,1,1,0,-4
110815,2,0,1,1,0,3518
110882,5,1,1,0,0,-4
110978,0,0,0,1,0,4095
111038,0,0,1,1,0,4029
111102,3,0,1,1,0,3774
111109,5,1,1,1,0,-4
111152,0,0,0,1,0,4095
111254,2,0,1,1,0,3518
111299,4,0,0,1,0,3965
111304,3,0,0,1,0,3837
111358,3,0,0,1,0,3837
111380,0,0,1,1,0,4029
111448,1,0,0,1,0,3070
111482,5,1,1,1,0,-4
111574,5,1,1,1,0,-4
111593,1,0,1,1,0,3006
111731,5,1,1,0,0,-4
111806,5,1,0,0,0,-4
111887,4,0,0,1,0,3965
111925,3,0,1,1,0,3774
111949,0,0,0,1,0,4095
112038,1,0,1,1,0,3006
112114,5,1,0,0,0,-4
112137,4,0,1,1,0,3901
112406,4,0,1,1,0,3901
112457,5,1,1,1,0,-4
112461,4,0,0,1,0,3965
112825,5,1,0,1,0,-4
112838,0,0,0,1,0,4095
112853,5,1,1,1,0,-4
112857,3,0,1,1,0,3774
112973,0,0,0,1,0,4095
113225,3,0,0,1,0,3838
113242,5,1,0,0,0,-4
113415,0,0,1,1,0,4030
113583,5,1,1,1,0,-4
113642,4,0,1,1,0,3902
113725,5,1,0,1,0,-4
113799,2,0,1,1,0,3518
113832,5,1,1,1,0,-4
113856,3,0,0,1,0,3838
113926,0,0,0,1,0,4095
113949,0,0,0,1,0,4095
113980,2,0,1,1,0,3518
114076,3,0,0,1,0,3838
114118,1,0,1,1,0,3006
114170,5,1,0,1,0,-4
114246,5,1,0,0,0,-4
114356,5,1,0,0,0,-4
114446,5,1,0,1,0,-4
114704,1,0,1,1,0,3006
114752,3,0,0,1,0,3838
114933,3,0,0,1,0,3838
114974,1,0,0,1,0,3070
115006,5,1,1,0,0,-4
115160,3,0,0,1,0,3838
115177,5,1,0,1,0,-4
115232,5,1,1,0,0,-4
115311,4,0,0,1,0,3966
115455,5,1,0,1,0,-4
115495,5,1,1,1,0,-4
115550,5,1,0,1,0,-4
115609,5,1,1,1,0,-4
115712,5,1,1,0,0,-4
115738,3,0,1,1,0,3774
115748,4,0,1,1,0,3902
115766,1,0,0,1,0,3070
115859,1,0,0,1,0,3070
115892,3,0,0,1,0,3838
115902,5,1,1,0,0,-4
115909,5,1,1,0,0,-4
115934,2,0,1,1,0,3518
116024,5,1,0,0,0,-4
116029,2,0,1,1,0,3518
116042,0,0,1,1,0,4030
116080,2,0,1,1,0,3518
116228,4,0,0,1,0,3966
116382,5,1,1,1,0,-4
116447,5,1,0,0,0,-4
116525,5,1,0,0,0,-4
116579,5,1,1,1,0,-4
116613,4,0,1,1,0,3902
116622,3,0,0,1,0,3838
116723,5,1,0,0,0,-4
116807,5,1,0,0,0,-4
116983,1,0,0,1,0,3070
117122,3,0,0,1,0,3838
117256,1,0,1,1,0,3006
117276,5,1,1,0,0,-4
117295,1,0,0,1,0,3070
117395,3,0,0,1,0,3838
117428,1,0,1,1,0,3006
117437,0,0,0,1,0,4095
117608,3,0,1,1,0,3774
117649,5,1,0,0,0,-4
117704,4,0,0,1,0,3966
117829,1,0,1,1,0,3006
117883,3,0,0,1,0,3838
117933,4,0,0,1,0,3966
118069,0,0,1,1,0,4030
118086,3,0,0,1,0,3838
118165,3,0,0,1,0,3838
118180,2,0,1,1,0,3518
118199,1,0,1,1,0,3006
118486,5,1,0,1,0,-4
118499,1,0,0,1,0,3070
118636,2,0,0,1,0,3582
118778,0,0,0,1,0,4095
118851,4,0,1,1,0,3902
118873,5,1,0,1,0,-4
118899,4,0,1,1,0,3902
118936,0,0,0,1,0,4095
118951,5,1,1,0,0,-3
118958,5,1,1,0,0,-3
119023,2,0,1,1,0,3518
119193,5,1,0,1,0,-3
119375,1,0,0,1,0,3070
119437,2,0,1,1,0,3518
119562,1,0,1,1,0,3006
119577,2,0,0,1,0,3582
119602,2,0,0,1,0,3582
119621,5,1,1,1,0,-3
119628,5,1,1,0,0,-3
119653,5,1,0,1,0,-3
119778,5,1,0,1,0,-3
119830,4,0,0,1,0,3966
119851,1,0,0,1,0,3070
119895,2,0,1,1,0,3518
120055,3,0,1,1,0,3774
120065,2,0,1,1,0,3518
120156,5,1,0,1,0,-3
120223,0,0,1,1,0,4030
120318,5,1,1,0,0,-3
120325,5,1,0,0,0,-3
120449,1,0,1,1,0,3006
120462,4,0,0,1,0,3966
120589,2,0,1,1,0,3518
120798,5,1,1,1,0,-3
120916,3,0,0,1,0,3838
120961,5,1,0,0,0,-3
120973,0,0,0,1,0,4095
121194,3,0,1,1,0,3774
121260,4,0,0,1,0,3966
121277,2,0,1,1,0,3518
121283,1,0,1,1,0,3006
121363,3,0,1,1,0,3774
121389,2,0,0,1,0,3582
121396,5,1,1,0,0,-3
121439,2,0,0,1,0,3582
121446,5,1,1,0,0,-3
121481,2,0,0,1,0,3582
121484,4,0,1,1,0,3902
121505,1,0,1,1,0,3006
121523,0,0,0,1,0,4095
121558,4,0,1,1,0,3902
121591,3,0,1,1,0,3774
121639,2,0,0,1,0,3582
121671,5,1,1,1,0,-3
121675,4,0,0,1,0,3966
121692,4,0,1,1,0,3902
121701,2,0,0,1,0,3582
122055,3,0,1,1,0,3774
122082,0,0,0,1,0,4095
122101,0,0,0,1,0,4095
122131,0,0,1,1,0,4030
122203,1,0,0,1,0,3070
122216,5,1,1,0,0,-3
122291,3,0,1,1,0,3774
122457,0,0,1,1,0,4030
122465,0,0,1,1,0,4030
122478,3,0,0,1,0,3838
122620,5,1,0,1,0,-3
122658,5,1,0,0,0,-3
122672,0,0,0,1,0,4095
122755,5,1,0,1,0,-3
122840,2,0,1,1,0,3518
122910,2,0,0,1,0,3582
122926,1,0,0,1,0,3070
122964,4,0,1,1,0,3902
123164,0,0,0,1,0,4095
123227,1,0,1,1,0,3006
123245,2,0,0,1,0,3582
123313,4,0,0,1,0,3966
123318,3,0,0,1,0,3838
123341,4,0,1,1,0,3902
123350,4,0,0,1,0,3966
123396,5,1,1,0,0,-3
123402,1,0,1,1,0,3006
123494,4,0,0,1,0,3966
123618,4,0,1,1,0,3902
123717,5,1,0,0,0,-3
123732,4,0,1,1,0,3902
123784,5,1,0,1,0,-3
123854,3,0,1,1,0,3774
123927,5,1,1,0,0,-3
124133,0,0,1,1,0,4030
124150,0,0,0,1,0,4095
124407,0,0,1,1,0,4030
124490,5,1,0,0,0,-3
124496,1,0,1,1,0,3006
124502,2,0,0,1,0,3582
124505,4,0,1,1,0,3902
124569,3,0,0,1,0,3838
124657,0,0,1,1,0,4030
124688,4,0,1,1,0,3902
124726,2,0,1,1,0,3518
124779,4,0,0,1,0,3966
124844,3,0,1,1,0,3774
124928,3,0,1,1,0,3774
124988,0,0,0,1,0,4095
125075,5,1,1,1,0,-3
125168,3,0,1,1,0,3774
125345,0,0,1,1,0,4030
125374,5,1,1,1,0,-3
125585,3,0,1,1,0,3774
125944,5,1,1,1,0,-3
126013,5,1,1,1,0,-3
126087,4,0,0,1,0,3966
126177,0,0,0,1,0,4095
126401,3,0,1,1,0,3774
126569,4,0,1,1,0,3902
126690,1,0,1,1,0,3006
126741,5,1,0,1,0,-3
126798,5,1,1,0,0,-3
126829,4,0,0,1,0,3966
126858,1,0,0,1,0,3070
126908,5,1,0,1,0,-3
126955,0,0,1,1,0,4030
126994,3,0,1,1,0,3774
127011,5,1,1,0,0,-3
127154,3,0,1,1,0,3774
127274,5,1,0,1,0,-3
127280,2,0,0,1,0,3582
127360,1,0,0,1,0,3070
127388,1,0,0,1,0,3070
127506,4,0,1,1,0,3902
