cycle,channel,mode_comp,ab_sel,d15,d16,error
254787,5,1,0,0,0,-1
254802,4,0,1,1,1,3904
254854,5,1,0,1,0,-1
254924,3,0,1,1,1,3775
254997,5,1,1,0,0,-1
255203,0,0,1,1,1,4032
255220,0,0,0,1,0,4095
255477,0,0,1,1,1,4032
255560,5,1,0,0,0,-1
255566,1,0,1,1,1,3008
255572,2,0,0,1,1,3583
255575,4,0,1,1,1,3904
255639,3,0,0,1,1,3840
255727,0,0,1,1,1,4032
255758,4,0,1,1,1,3904
255796,2,0,1,1,1,3520
255849,4,0,0,1,1,3968
255914,3,0,1,1,1,3775
255998,3,0,1,1,1,3775
256058,0,0,0,1,0,4095
256145,5,1,1,1,0,-1
256238,3,0,1,1,1,3775
256415,0,0,1,1,1,4032
256444,5,1,1,1,0,-1
256655,3,0,1,1,1,3775
257014,5,1,1,1,0,-1
257083,5,1,1,1,0,-1
257157,4,0,0,1,1,3968
257247,0,0,0,1,0,4095
257471,3,0,1,1,1,3775
257639,4,0,1,1,1,3904
257760,1,0,1,1,1,3008
257811,5,1,0,1,0,-1
257868,5,1,1,0,0,-1
257899,4,0,0,1,1,3968
257928,1,0,0,1,0,3071
257978,5,1,0,1,0,-1
258025,0,0,1,1,1,4032
258064,3,0,1,1,1,3775
258081,5,1,1,0,0,-1
258224,3,0,1,1,1,3775
258344,5,1,0,1,0,-1
258350,2,0,0,1,1,3583
258430,1,0,0,1,0,3071
258458,1,0,0,1,0,3071
258576,4,0,1,1,1,3904
258585,1,0,1,1,1,3008
258599,3,0,0,1,1,3840
258840,1,0,0,1,0,3071
258880,4,0,0,1,1,3968
258899,5,1,1,0,0,-1
259016,3,0,1,1,1,3775
259160,5,1,1,1,0,-1
259201,3,0,1,1,1,3775
259211,1,0,1,1,1,3008
259282,0,0,1,1,1,4032
259353,1,0,1,1,1,3008
259362,2,0,1,1,1,3520
259375,1,0,1,1,1,3008
259384,4,0,0,1,1,3968
259401,0,0,0,1,0,4095
259470,4,0,1,1,1,3904
259709,1,0,0,1,0,3071
259789,0,0,0,1,0,4095
260014,2,0,1,1,1,3520
260190,5,1,1,0,0,-1
260233,4,0,0,1,1,3968
260283,5,1,1,1,0,-1
260305,4,0,0,1,1,3968
260352,4,0,1,1,1,3904
260361,2,0,1,1,1,3520
260375,5,1,0,1,0,-1
260574,5,1,0,0,0,-1
260727,4,0,0,1,1,3968
260740,5,1,1,1,0,-1
260744,3,0,1,1,1,3775
260878,2,0,1,1,1,3520
261096,5,1,0,1,0,-1
261294,5,1,0,0,0,-1
261309,0,0,0,1,0,4095
261472,5,1,0,0,0,-1
261545,5,1,1,0,0,-1
261571,3,0,1,1,1,3775
261581,5,1,0,1,0,-1
261643,0,0,0,1,0,4095
261701,0,0,0,1,0,4095
261785,5,1,0,1,0,-1
261813,2,0,0,1,1,3583
261816,4,0,1,1,1,3904
261882,5,1,0,0,0,-1
261992,0,0,0,1,0,4095
262087,2,0,1,1,1,3520
262132,3,0,0,1,1,3840
262182,1,0,0,1,0,3071
262202,5,1,1,0,0,-1
262209,5,1,0,0,0,-1
262309,2,0,0,1,1,3583
262332,3,0,1,1,1,3775
262338,1,0,1,1,1,3008
262397,1,0,0,1,0,3071
262459,5,1,1,1,0,-1
262463,4,0,0,1,1,3968
262638,2,0,0,1,1,3583
262641,4,0,1,1,1,3904
262744,3,0,0,1,1,3840
262848,5,1,0,1,0,-1
262908,3,0,1,1,1,3775
262975,3,0,1,1,1,3775
262982,5,1,1,1,0,-1
263015,2,0,0,1,1,3583
263079,5,1,1,1,0,-1
263231,2,0,1,1,1,3520
263273,0,0,0,1,0,4095
263324,2,0,1,1,1,3520
263488,4,0,1,1,1,3904
263535,5,1,1,1,0,-1
263585,0,0,0,1,0,4095
263732,3,0,1,1,1,3775
263991,5,1,1,1,0,-1
263995,3,0,1,1,1,3775
264025,5,1,0,1,0,-1
264092,3,0,1,1,1,3775
264219,1,0,0,1,0,3071
264241,3,0,0,1,1,3840
264319,1,0,0,1,0,3071
264349,5,1,0,1,0,-1
264380,1,0,1,1,1,3008
264465,2,0,1,1,1,3520
264705,1,0,0,1,0,3071
264727,5,1,0,0,0,-1
264791,3,0,0,1,1,3840
264813,2,0,0,1,1,3583
264829,1,0,0,1,0,3071
264865,5,1,1,1,0,-1
264900,2,0,1,1,1,3520
264935,4,0,0,1,1,3968
264957,1,0,1,1,1,3008
265132,5,1,1,0,0,-1
265228,3,0,0,1,1,3840
265243,2,0,1,1,1,3520
265297,5,1,1,1,0,-1
265347,1,0,0,1,0,3071
265479,3,0,1,1,1,3775
265612,0,0,1,1,1,4032
265618,1,0,1,1,1,3008
265769,1,0,1,1,1,3008
265878,3,0,1,1,1,3775
265946,4,0,1,1,1,3904
265988,0,0,0,1,0,4095
266231,1,0,1,1,1,3008
266261,2,0,0,1,1,3583
266400,3,0,0,1,1,3840
266446,3,0,1,1,1,3775
266501,4,0,1,1,1,3904
266574,3,0,0,1,1,3840
266592,0,0,1,1,1,4032
266657,4,0,1,1,1,3904
266703,0,0,1,1,1,4032
266736,3,0,1,1,1,3775
266753,5,1,1,1,0,-1
266918,1,0,1,1,1,3008
266927,3,0,1,1,1,3775
266975,4,0,0,1,1,3968
266982,5,1,0,1,0,-1
267008,4,0,1,1,1,3904
267017,0,0,0,1,0,4095
267211,5,1,1,1,0,-1
267225,5,1,1,1,0,-1
267231,2,0,0,1,1,3583
267273,2,0,1,1,1,3520
267341,1,0,1,1,1,3008
267371,5,1,1,0,0,-1
267572,2,0,0,1,1,3583
267666,3,0,1,1,1,3775
267965,2,0,1,1,1,3520
268058,5,1,0,1,0,-1
268071,0,0,0,1,0,4095
268095,1,0,1,1,1,3008
268433,2,0,0,1,1,3583
268498,2,0,0,1,1,3583
268564,3,0,1,1,1,3775
268704,2,0,1,1,1,3520
268711,5,1,1,0,0,-1
268749,2,0,0,1,1,3583
268769,5,1,1,1,0,-1
268787,1,0,0,1,0,3071
268808,5,1,1,0,0,-1
268863,4,0,1,1,1,3904
268905,2,0,1,1,1,3520
268947,2,0,1,1,1,3520
268968,5,1,0,1,0,-1
269136,0,0,1,1,1,4032
269275,1,0,0,1,0,3071
269300,4,0,0,1,1,3968
269458,2,0,1,1,1,3520
269513,2,0,1,1,1,3520
269519,2,0,0,1,1,3583
269526,5,1,0,0,0,-1
269581,0,0,1,1,1,4032
269618,0,0,0,1,0,4095
269640,2,0,1,1,1,3520
269653,5,1,0,0,0,-1
269674,4,0,1,1,1,3904
269716,1,0,1,1,1,3008
269722,1,0,1,1,1,3008
269840,2,0,0,1,1,3583
269865,0,0,1,1,1,4032
269950,2,0,1,1,1,3520
269957,5,1,1,0,0,-1
270057,5,1,0,1,0,-1
270094,3,0,0,1,1,3840
270098,3,0,1,1,1,3775
270108,3,0,1,1,1,3775
270115,5,1,0,1,0,-1
270284,2,0,0,1,1,3583
270287,4,0,1,1,1,3904
270311,4,0,1,1,1,3904
270533,5,1,1,1,0,-1
270579,0,0,0,1,0,4095
270621,4,0,0,1,1,3968
270794,3,0,0,1,1,3840
270844,0,0,0,1,0,4095
270932,0,0,1,1,1,4032
270974,4,0,1,1,1,3904
271006,3,0,0,1,1,3840
271010,4,0,0,1,1,3968
271052,1,0,1,1,1,3008
271079,1,0,1,1,1,3008
271091,4,0,1,1,1,3904
271120,5,1,0,1,0,-1
271188,4,0,1,1,1,3904
271230,2,0,0,1,1,3583
271296,2,0,1,1,1,3520
271482,0,0,0,1,0,4095
271577,1,0,0,1,0,3071
271604,0,0,0,1,0,4095
271619,5,1,1,1,0,-1
271775,3,0,1,1,1,3775
271792,5,1,0,1,0,-1
271829,5,1,0,0,0,-1
271872,4,0,0,1,1,3968
271903,5,1,0,1,0,-1
271937,1,0,1,1,1,3008
271946,3,0,0,1,1,3840
271950,4,0,0,1,1,3968
271991,1,0,0,1,0,3071
272139,1,0,1,1,1,3008
272148,2,0,0,1,1,3583
272296,3,0,0,1,1,3840
272370,1,0,1,1,1,3008
272402,2,0,1,1,1,3520
272507,2,0,0,1,1,3583
272667,5,1,0,1,0,-1
272742,1,0,0,1,0,3071
272836,0,0,1,1,1,4032
272875,0,0,1,1,1,4032
272894,5,1,1,0,0,-1
273021,1,0,0,1,0,3071
273094,5,1,0,0,0,-1
273109,0,0,0,1,0,4095
273415,5,1,0,0,0,-1
273557,1,0,1,1,1,3008
273610,5,1,0,1,0,-1
273778,4,0,1,1,1,3904
273819,1,0,0,1,0,3071
273884,5,1,0,1,0,-1
273905,5,1,0,1,0,-1
273948,0,0,0,1,0,4095
273977,4,0,0,1,1,3968
273982,2,0,1,1,1,3520
273989,5,1,0,0,0,-1
274024,1,0,1,1,1,3008
274080,5,1,1,1,0,-1
274207,5,1,1,0,0,-1
274376,5,1,1,0,0,-1
274458,2,0,0,1,1,3583
274539,3,0,1,1,1,3775
274617,4,0,1,1,1,3904
274736,5,1,1,1,0,-1
274773,0,0,1,1,1,4032
274940,0,0,1,1,1,4032
274955,1,0,0,1,0,3071
274994,1,0,1,1,1,3008
275046,5,1,1,0,0,-1
275091,0,0,1,1,1,4032
275114,3,0,1,1,1,3775
275172,2,0,0,1,1,3583
275191,5,1,0,1,0,-1
275230,5,1,1,1,0,-1
275295,3,0,1,1,1,3775
275334,4,0,1,1,1,3904
275472,5,1,1,0,0,-1
275479,5,1,0,0,0,-1
275556,3,0,1,1,1,3775
275621,5,1,0,1,0,-1
275651,3,0,0,1,1,3840
275687,5,1,0,0,0,-1
275736,0,0,1,1,1,4032
275844,2,0,0,1,1,3583
275872,1,0,0,1,0,3071
276069,1,0,1,1,1,3008
276105,3,0,0,1,1,3840
276243,3,0,1,1,1,3775
276250,5,1,0,1,0,-1
276366,1,0,0,1,0,3071
276389,0,0,0,1,0,4095
276423,2,0,0,1,1,3583
276441,2,0,0,1,1,3583
276572,5,1,0,0,0,-1
276605,2,0,1,1,1,3520
276759,5,1,1,1,0,-1
276787,0,0,1,1,1,4032
276806,5,1,0,1,0,-1
276846,3,0,1,1,1,3775
277026,1,0,0,1,0,3071
277039,5,1,1,0,0,-1
277068,1,0,0,1,0,3071
277085,1,0,0,1,0,3071
277210,5,1,0,0,0,-1
277244,0,0,0,1,0,4095
277328,5,1,0,1,0,-1
277353,5,1,1,0,0,-1
277375,0,0,0,1,0,4095
277479,0,0,1,1,1,4032
277504,3,0,0,1,1,3840
277579,0,0,0,1,0,4095
277702,2,0,1,1,1,3520
277993,5,1,1,1,0,-1
278017,5,1,0,0,0,-1
278098,4,0,0,1,1,3968
278267,1,0,0,1,0,3071
278274,5,1,0,1,0,-1
278286,2,0,0,1,1,3583
278304,3,0,1,1,1,3775
278399,5,1,1,0,0,-1
278427,3,0,0,1,1,3840
278635,0,0,1,1,1,4032
278927,5,1,1,0,0,-1
278948,5,1,0,1,0,-1
278977,4,0,0,1,1,3968
279019,2,0,0,1,1,3583
279243,2,0,0,1,1,3583
279484,5,1,0,0,0,-1
279576,3,0,1,1,1,3775
279586,0,0,1,1,1,4032
279727,5,1,0,0,0,-1
279879,0,0,1,1,1,4032
279891,4,0,0,1,1,3968
279955,4,0,0,1,1,3968
279976,1,0,1,1,1,3008
280026,2,0,0,1,1,3583
280122,2,0,0,1,1,3583
280125,4,0,1,1,1,3904
280156,5,1,1,1,0,-1
280202,5,1,1,1,0,-1
280352,5,1,0,1,0,-1
280386,0,0,1,1,1,4032
280523,1,0,0,1,0,3071
280530,5,1,0,1,0,-1
280609,5,1,0,0,0,-1
280614,2,0,1,1,1,3520
280662,4,0,0,1,1,3968
280913,4,0,0,1,1,3968
280925,5,1,0,0,0,-1
280996,2,0,1,1,1,3520
281024,4,0,0,1,1,3968
281031,5,1,1,1,0,-1
281165,3,0,0,1,1,3840
281175,0,0,0,1,0,4095
281225,3,0,0,1,1,3840
281281,5,1,1,0,0,-1
281288,5,1,0,0,0,-1
281334,0,0,1,1,1,4032
281495,2,0,1,1,1,3520
281524,0,0,1,1,1,4032
281603,3,0,1,1,1,3775
281770,0,0,1,1,1,4032
281794,1,0,0,1,0,3071
281854,5,1,0,0,0,-1
282006,3,0,0,1,1,3840
282241,0,0,1,1,1,4032
282307,4,0,1,1,1,3904
282327,1,0,0,1,0,3071
282394,3,0,1,1,1,3775
282519,5,1,1,0,0,-1
282544,5,1,1,1,0,-1
282721,5,1,0,1,0,-1
282807,4,0,0,1,1,3968
283020,1,0,0,1,0,3071
283189,5,1,1,1,0,-1
283314,2,0,0,1,1,3583
283406,5,1,0,1,0,-1
283411,3,0,0,1,1,3840
283528,2,0,0,1,1,3583
283555,5,1,0,1,0,-1
283580,5,1,0,0,0,-1
283648,3,0,0,1,1,3840
283658,1,0,0,1,0,3071
283743,3,0,0,1,1,3840
283780,1,0,0,1,0,3071
283852,4,0,1,1,1,3904
283879,3,0,0,1,1,3840
284019,5,1,1,0,0,-1
284187,2,0,1,1,1,3520
284200,1,0,1,1,1,3008
284359,0,0,1,1,1,4032
284379,5,1,1,1,0,-1
284482,3,0,1,1,1,3775
284555,1,0,1,1,1,3008
284615,1,0,1,1,1,3008
284647,0,0,1,1,1,4032
284775,0,0,1,1,1,4032
284792,4,0,1,1,1,3904
284801,3,0,1,1,1,3775
284872,2,0,1,1,1,3520
284989,1,0,1,1,1,3008
285031,4,0,0,1,1,3968
285098,0,0,1,1,1,4032
285184,4,0,0,1,1,3968
285285,1,0,0,1,0,3071
285360,0,0,1,1,1,4032
285396,4,0,0,1,1,3968
285428,0,0,0,1,0,4095
285530,3,0,0,1,1,3840
285563,5,1,0,0,0,-1
285606,2,0,0,1,1,3583
285661,3,0,0,1,1,3840
285671,3,0,0,1,1,3840
285675,3,0,1,1,1,3775
285725,1,0,0,1,0,3071
285766,5,1,1,0,0,-1
285885,5,1,0,0,0,-1
285935,3,0,0,1,1,3840
285939,4,0,0,1,1,3968
286015,4,0,0,1,1,3968
286094,2,0,0,1,1,3583
286177,1,0,1,1,1,3008
286268,2,0,0,1,1,3583
286352,0,0,1,1,1,4032
286507,5,1,0,0,0,-1
286531,5,1,0,1,0,-1
286544,1,0,0,1,0,3071
286644,0,0,1,1,1,4032
286692,0,0,0,1,0,4095
286918,1,0,1,1,1,3008
286930,4,0,1,1,1,3904
287151,3,0,0,1,1,3840
287226,1,0,1,1,1,3008
287286,2,0,1,1,1,3520
287316,2,0,1,1,1,3520
287358,2,0,0,1,1,3583
287411,5,1,0,1,0,-1
287423,0,0,0,1,0,4095
287503,2,0,1,1,1,3520
287540,0,0,1,1,1,4032
287557,4,0,0,1,1,3968
287593,0,0,1,1,1,4032
287738,5,1,1,0,0,-1
287790,2,0,1,1,1,3520
287987,0,0,0,1,0,4095
287995,0,0,1,1,1,4032
288020,5,1,0,1,0,-1
288042,0,0,1,1,1,4032
288059,2,0,1,1,1,3520
288155,0,0,0,1,0,4095
288208,5,1,1,0,0,-1
288265,4,0,1,1,1,3904
288303,5,1,1,0,0,-1
288376,0,0,0,1,0,4095
288396,0,0,1,1,1,4032
288446,5,1,0,0,0,-1
288480,5,1,0,0,0,-1
288494,0,0,0,1,0,4095
288639,0,0,1,1,1,4032
288671,4,0,1,1,1,3904
288691,1,0,1,1,1,3008
288735,0,0,0,1,0,4095
288765,4,0,1,1,1,3904
288864,5,1,0,1,0,-1
288899,5,1,0,1,0,-1
288991,3,0,0,1,1,3840
289027,1,0,1,1,1,3008
289051,4,0,0,1,1,3968
289078,5,1,1,0,0,-1
289160,2,0,0,1,1,3583
289178,0,0,0,1,0,4095
289231,4,0,0,1,1,3968
289248,4,0,0,1,1,3968
289298,5,1,0,0,0,-1
289551,1,0,0,1,0,3071
289558,5,1,1,1,0,-1
289616,1,0,0,1,0,3071
289699,4,0,1,1,1,3904
289804,0,0,1,1,1,4032
289810,2,0,0,1,1,3583
289956,5,1,0,0,0,-1
290097,5,1,0,1,0,-1
290102,3,0,0,1,1,3840
290154,1,0,0,1,0,3071
290207,3,0,0,1,1,3840
290211,3,0,1,1,1,3775
290349,0,0,0,1,0,4095
290385,5,1,1,0,0,-1
290472,5,1,1,1,0,-1
290476,3,0,1,1,1,3775
290486,5,1,1,1,0,-1
290551,1,0,1,1,1,3008
290560,1,0,0,1,0,3071
290584,1,0,0,1,0,3071
290628,4,0,1,1,1,3904
290637,1,0,0,1,0,3071
290789,1,0,0,1,0,3071
290923,2,0,1,1,1,3520
290971,2,0,0,1,1,3583
290992,3,0,0,1,1,3840
291195,5,1,0,1,0,-1
291485,3,0,0,1,1,3840
291711,5,1,0,1,0,-1
292127,5,1,0,0,0,-1
292275,1,0,1,1,1,3008
292480,2,0,1,1,1,3520
292487,5,1,0,0,0,-1
292499,1,0,0,1,0,3071
292593,5,1,0,0,0,-1
292970,5,1,1,1,0,-1
293024,3,0,0,1,1,3840
293092,5,1,1,0,0,-1
293225,1,0,1,1,1,3008
293240,2,0,0,1,1,3583
293494,3,0,1,1,1,3775
293544,4,0,0,1,1,3968
293551,5,1,0,1,0,-1
293775,1,0,1,1,1,3008
294201,2,0,1,1,1,3520
294254,5,1,1,0,0,-1
294279,3,0,0,1,1,3840
294351,1,0,1,1,1,3008
294411,4,0,1,1,1,3904
294468,4,0,0,1,1,3968
294473,2,0,1,1,1,3520
294487,5,1,0,1,0,-1
294514,1,0,0,1,0,3071
294596,5,1,1,1,0,-1
294725,5,1,0,1,0,-1
294815,5,1,0,1,0,-1
294838,5,1,0,0,0,-1
294914,3,0,0,1,1,3840
294918,4,0,0,1,1,3968
294931,5,1,1,1,0,-1
294963,0,0,1,1,1,4032
295180,5,1,0,1,0,-1
295231,4,0,1,1,1,3904
295420,5,1,0,0,0,-1
295490,5,1,0,1,0,-1
295562,0,0,0,1,0,4095
295631,5,1,1,0,0,-1
295709,3,0,0,1,1,3840
295743,0,0,0,1,0,4095
295775,5,1,1,0,0,-1
295885,4,0,1,1,1,3904
295935,2,0,0,1,1,3583
296103,0,0,0,1,0,4095
296116,2,0,1,1,1,3520
296129,0,0,1,1,1,4032
296143,2,0,0,1,1,3583
296231,4,0,1,1,1,3904
296278,5,1,0,1,0,-1
296290,1,0,0,1,0,3071
296328,2,0,0,1,1,3583
296412,4,0,1,1,1,3904
296438,0,0,1,1,1,4032
296683,5,1,1,0,0,-1
296920,4,0,0,1,1,3968
296973,0,0,1,1,1,4032
296990,3,0,1,1,1,3775
297008,0,0,1,1,1,4032
297021,3,0,0,1,1,3840
297198,2,0,0,1,1,3583
297210,5,1,1,1,0,-1
297240,1,0,1,1,1,3008
297258,3,0,1,1,1,3775
297333,0,0,0,1,0,4095
297435,0,0,1,1,1,4032
297465,4,0,0,1,1,3968
297563,2,0,0,1,1,3583
297604,1,0,0,1,0,3071
297667,4,0,1,1,1,3904
297770,4,0,0,1,1,3968
297912,0,0,0,1,0,4095
297975,0,0,0,1,0,4095
298194,5,1,1,0,0,-1
298246,0,0,1,1,1,4032
298258,4,0,0,1,1,3968
298404,2,0,0,1,1,3583
298416,5,1,1,1,0,-1
298595,4,0,1,1,1,3904
298700,2,0,1,1,1,3520
298724,4,0,0,1,1,3968
298731,5,1,1,1,0,-1
298771,3,0,1,1,1,3775
298829,3,0,1,1,1,3775
298845,1,0,1,1,1,3008
298868,1,0,0,1,0,3071
298953,5,1,0,0,0,-1
299006,5,1,1,1,0,-1
299066,5,1,1,1,1,0
299269,4,0,1,1,1,3904
299304,0,0,1,1,1,4032
299425,0,0,0,1,0,4095
299534,5,1,0,1,1,0
299636,2,0,1,1,1,3520
299812,5,1,0,0,1,0
299820,0,0,1,1,1,4032
299834,2,0,0,1,1,3583
299841,5,1,0,0,1,0
299932,2,0,1,1,1,3520
300018,4,0,0,1,1,3968
300098,5,1,1,1,1,0
300163,1,0,0,1,0,3071
300303,5,1,1,0,1,0
300414,0,0,1,1,1,4032
300500,3,0,1,1,1,3775
300516,1,0,1,1,1,3008
300525,1,0,1,1,1,3008
300552,1,0,0,1,0,3071
300670,1,0,0,1,0,3071
300757,5,1,1,1,1,0
300834,3,0,0,1,1,3840
300876,2,0,0,1,1,3583
300921,2,0,1,1,1,3520
300950,4,0,1,1,1,3904
301223,2,0,1,1,1,3520
301296,4,0,1,1,1,3904
301302,1,0,1,1,1,3008
301457,2,0,1,1,1,3520
301509,2,0,0,1,1,3583
301596,5,1,1,1,1,0
301672,3,0,1,1,1,3775
301714,4,0,0,1,1,3968
301768,1,0,1,1,1,3008
301782,3,0,0,1,1,3840
301815,0,0,1,1,1,4032
301853,5,1,1,0,1,0
301890,5,1,1,1,1,0
301974,4,0,0,1,1,3968
302124,5,1,1,1,1,0
302154,5,1,1,0,1,0
302215,1,0,1,1,1,3008
302423,0,0,1,1,1,4032
302438,1,0,0,1,0,3071
302619,4,0,1,1,1,3904
302681,5,1,1,0,1,0
302743,5,1,1,1,1,0
302747,4,0,0,1,1,3968
302898,2,0,0,1,1,3583
303005,2,0,0,1,1,3583
303137,3,0,0,1,1,3840
303147,5,1,0,0,1,0
303174,1,0,1,1,1,3008
303384,4,0,0,1,1,3968
303459,5,1,1,1,1,0
303509,5,1,0,1,0,0
303612,3,0,0,1,1,3840
303616,3,0,1,1,1,3775
303622,2,0,0,1,1,3583
303643,5,1,0,0,1,0
303739,5,1,0,0,0,0
303787,3,0,0,1,1,3840
304082,2,0,0,1,1,3583
304237,0,0,0,1,0,4095
304250,2,0,1,1,1,3520
304331,0,0,0,1,0,4095
304435,2,0,1,1,1,3520
304518,3,0,1,1,1,3775
304572,4,0,1,1,1,3904
304578,2,0,0,1,1,3583
304581,4,0,1,1,1,3904
304632,5,1,0,0,1,0
304717,4,0,0,1,1,3968
304734,3,0,0,1,1,3840
304744,4,0,0,1,1,3968
304803,0,0,0,1,0,4095
305053,5,1,1,0,1,0
305081,0,0,0,1,0,4095
305109,5,1,1,0,1,0
305220,5,1,1,1,1,0
305253,1,0,0,1,0,3071
305260,5,1,1,1,1,0
305355,2,0,0,1,1,3583
305358,4,0,1,1,1,3904
305447,1,0,1,1,1,3008
305514,4,0,0,1,1,3968
305556,2,0,1,1,1,3520
305975,5,1,0,0,1,0
306303,4,0,1,1,1,3904
306403,3,0,1,1,1,3775
306777,5,1,1,1,1,0
306784,5,1,1,0,1,0
306840,4,0,1,1,1,3904
306861,1,0,0,1,0,3071
307029,0,0,0,1,0,4095
307044,5,1,1,0,1,0
307114,5,1,0,1,0,0
307230,4,0,1,1,1,3904
307286,5,1,1,1,1,0
307333,5,1,1,1,1,0
307420,2,0,1,1,1,3520
307487,5,1,1,0,1,0
307583,0,0,0,1,0,4095
307643,0,0,1,1,1,4032
307707,3,0,1,1,1,3775
307714,5,1,1,1,1,0
307757,0,0,0,1,0,4095
307859,2,0,1,1,1,3520
307904,4,0,0,1,1,3968
307909,3,0,0,1,1,3840
307963,3,0,0,1,1,3840
307985,0,0,1,1,1,4032
308053,1,0,0,1,0,3071
308087,5,1,1,1,1,0
308179,5,1,1,1,1,0
308198,1,0,1,1,1,3008
308336,5,1,1,0,1,0
308411,5,1,0,0,0,0
308492,4,0,0,1,1,3968
308530,3,0,1,1,1,3775
308554,0,0,0,1,0,4095
308643,1,0,1,1,1,3008
308719,5,1,0,0,1,0
308742,4,0,1,1,1,3904
309011,4,0,1,1,1,3904
309062,5,1,1,1,1,0
309066,4,0,0,1,1,3968
309430,5,1,0,1,0,0
309443,0,0,0,1,0,4095
309458,5,1,1,1,1,0
309462,3,0,1,1,1,3775
309578,0,0,0,1,0,4095
309830,3,0,0,1,1,3840
309847,5,1,0,0,0,0
310020,0,0,1,1,1,4032
310188,5,1,1,1,1,0
310247,4,0,1,1,1,3904
310330,5,1,0,1,0,0
310404,2,0,1,1,1,3520
310437,5,1,1,1,1,0
310461,3,0,0,1,1,3840
310531,0,0,0,1,0,4095
310554,0,0,0,1,0,4095
310585,2,0,1,1,1,3520
310681,3,0,0,1,1,3840
310723,1,0,1,1,1,3008
310775,5,1,0,1,0,0
310851,5,1,0,0,0,0
310961,5,1,0,0,1,0
311051,5,1,0,1,0,0
311309,1,0,1,1,1,3008
311357,3,0,0,1,1,3840
311538,3,0,0,1,1,3840
311579,1,0,0,1,0,3071
311611,5,1,1,0,1,0
311765,3,0,0,1,1,3840
311782,5,1,0,1,1,0
311837,5,1,1,0,1,0
311916,4,0,0,1,1,3968
312060,5,1,0,1,0,0
312100,5,1,1,1,1,0
312155,5,1,0,1,1,0
312214,5,1,1,1,1,0
312317,5,1,1,0,1,0
312343,3,0,1,1,1,3775
312353,4,0,1,1,1,3904
312371,1,0,0,1,0,3071
312464,1,0,0,1,0,3071
312497,3,0,0,1,1,3840
312507,5,1,1,0,1,0
312514,5,1,1,0,1,0
312539,2,0,1,1,1,3520
312629,5,1,0,0,1,0
312634,2,0,1,1,1,3520
312647,0,0,1,1,1,4032
312685,2,0,1,1,1,3520
312833,4,0,0,1,1,3968
312987,5,1,1,1,1,0
313052,5,1,0,0,1,0
313130,5,1,0,0,1,0
313184,5,1,1,1,1,0
313218,4,0,1,1,1,3904
313227,3,0,0,1,1,3840
313328,5,1,0,0,0,0
313412,5,1,0,0,0,0
313588,1,0,0,1,0,3071
313727,3,0,0,1,1,3840
313861,1,0,1,1,1,3008
313881,5,1,1,0,1,0
313900,1,0,0,1,0,3071
314000,3,0,0,1,1,3840
314033,1,0,1,1,1,3008
314042,0,0,0,1,0,4095
314213,3,0,1,1,1,3775
314254,5,1,0,0,1,0
314309,4,0,0,1,1,3968
314434,1,0,1,1,1,3008
314488,3,0,0,1,1,3840
314538,4,0,0,1,1,3968
314674,0,0,1,1,1,4032
314691,3,0,0,1,1,3840
314770,3,0,0,1,1,3840
314785,2,0,1,1,1,3520
314804,1,0,1,1,1,3008
315091,5,1,0,1,0,0
315104,1,0,0,1,0,3071
315241,2,0,0,1,1,3584
315383,0,0,0,1,0,4095
315456,4,0,1,1,1,3904
315478,5,1,0,1,0,0
315504,4,0,1,1,1,3904
315541,0,0,0,1,0,4095
315556,5,1,1,0,1,0
315563,5,1,1,0,1,0
315628,2,0,1,1,1,3520
315798,5,1,0,1,1,0
315980,1,0,0,1,0,3071
316042,2,0,1,1,1,3520
316167,1,0,1,1,1,3008
316182,2,0,0,1,1,3584
316207,2,0,0,1,1,3584
316226,5,1,1,1,1,0
316233,5,1,1,0,1,0
316258,5,1,0,1,1,0
316383,5,1,0,1,1,0
316435,4,0,0,1,1,3968
316456,1,0,0,1,0,3071
316500,2,0,1,1,1,3520
316660,3,0,1,1,1,3776
316670,2,0,1,1,1,3520
316761,5,1,0,1,0,0
316828,0,0,1,1,1,4032
316923,5,1,1,0,1,0
316930,5,1,0,0,0,0
317054,1,0,1,1,1,3008
317067,4,0,0,1,1,3968
317194,2,0,1,1,1,3520
317403,5,1,1,1,1,0
317521,3,0,0,1,1,3840
317566,5,1,0,0,0,0
317578,0,0,0,1,0,4095
317799,3,0,1,1,1,3776
317865,4,0,0,1,1,3968
317882,2,0,1,1,1,3520
317888,1,0,1,1,1,3008
317968,3,0,1,1,1,3776
317994,2,0,0,1,1,3584
318001,5,1,1,0,1,0
318044,2,0,0,1,1,3584
318051,5,1,1,0,1,0
318086,2,0,0,1,1,3584
318089,4,0,1,1,1,3904
318110,1,0,1,1,1,3008
318128,0,0,0,1,0,4095
318163,4,0,1,1,1,3904
318196,3,0,1,1,1,3776
318244,2,0,0,1,1,3584
318276,5,1,1,1,1,0
318280,4,0,0,1,1,3968
318297,4,0,1,1,1,3904
318306,2,0,0,1,1,3584
318660,3,0,1,1,1,3776
318687,0,0,0,1,0,4095
318706,0,0,0,1,0,4095
318736,0,0,1,1,1,4032
318808,1,0,0,1,0,3071
318821,5,1,1,0,1,0
318896,3,0,1,1,1,3776
319062,0,0,1,1,1,4032
319070,0,0,1,1,1,4032
319083,3,0,0,1,1,3840
319225,5,1,0,1,1,0
